id,duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,56000,29.97,1280,720,219200,7.552
3xUU-YRicZA,131.76,vp8,640,480,104723,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,5000000,25.0,176,144,221152,1.532
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,539000,15.0,176,144,80900,1.476
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,109000,25.0,480,360,215712,8.657
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,539000,25.0,640,480,262296,19.285
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,mpeg4,242000,15.0,480,360,219480,1.48
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,vp8,242000,15.0,480,360,83000,3.252
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,flv,5000000,24.0,640,480,162508,3.808
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,109000,15.0,1280,720,218932,4.596
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,h264,3000000,24.0,480,360,219464,9.617
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,flv,820000,15.0,640,480,113268,1.576
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,vp8,539000,29.97,480,360,218932,8.029
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,vp8,3000000,12.0,320,240,221160,1.256
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,5000000,25.0,1920,1080,221160,6.064
3ojsQWU7XWE,86.486,h264,640,480,356037,29.0,46,2547,0,2593,819680,3029350,0,3849030,vp8,5000000,29.97,320,240,219656,3.044
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,820000,15.0,1920,1080,219480,9.377
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,5000000,12.0,640,480,165696,3.944
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,3000000,24.0,640,480,221160,2.556
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,vp8,56000,15.0,1280,720,140080,11.841
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,flv,539000,29.97,640,480,221160,1.688
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,flv,242000,29.97,176,144,216820,1.092
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,vp8,3000000,25.0,1280,720,220900,24.23
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,h264,3000000,15.0,640,480,219656,19.657
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,56000,15.0,640,480,216064,4.376
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,56000,15.0,1280,720,315328,15.569
3YNh-PI2q64,395.44,vp8,1280,720,1611942,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,flv,3000000,25.0,640,480,221160,2.0
3AYz-PCa1aI,391.08,h264,640,480,230847,25.0,209,9569,0,9778,9023743,2261252,0,11284995,h264,56000,25.0,480,360,219480,4.08
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,56000,29.97,1280,720,216064,15.561
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,820000,15.0,640,480,219480,3.952
1lkF-VNDcss,458.625,h264,640,480,517364,29.0,245,13501,0,13746,5308581,24350943,0,29659524,h264,539000,15.0,1920,1080,679448,37.298
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,820000,12.0,640,480,219480,3.18
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,flv,5000000,12.0,480,360,219480,1.048
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,5000000,25.0,176,144,219464,2.072
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,mpeg4,539000,12.0,176,144,216820,1.524
4keb-__zqyQ,452.689,vp8,320,240,66680,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,242000,12.0,176,144,252428,2.296
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,h264,56000,12.0,640,480,216820,5.304
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,vp8,5000000,24.0,320,240,217880,1.244
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,820000,12.0,640,480,221160,1.604
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,vp8,242000,24.0,1280,720,99868,18.377
3DRy-Stwt9c,385.052,vp8,1280,720,441862,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,56000,24.0,1280,720,219480,7.876
2Y-k-006Zbs,67.583336,mpeg4,176,144,51225,12.0,15,777,0,792,47585,385164,0,432749,vp8,242000,25.0,176,144,219480,0.868
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,flv,56000,12.0,640,480,217880,0.548
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,flv,109000,12.0,1920,1080,217880,2.296
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,242000,12.0,320,240,216820,1.392
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,h264,820000,25.0,176,144,218932,4.596
1s9d-jTKyUw,448.575,vp8,1280,720,2052426,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,flv,5000000,25.0,640,480,217080,5.08
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,56000,24.0,1280,720,304404,18.453
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,flv,242000,15.0,176,144,165700,0.292
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,flv,56000,29.97,1280,720,221160,0.816
1WrA-SRsgEk,384.451,h264,640,480,646432,29.0,205,11318,0,11523,2839955,28225248,0,31065203,flv,539000,15.0,176,144,217828,1.504
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,flv,109000,24.0,1920,1080,219656,7.62
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,820000,25.0,176,144,221160,0.28
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,flv,242000,29.97,480,360,219480,1.568
3fpg-LlHcks,273.816,vp8,1920,1080,1571003,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,flv,56000,12.0,320,240,219656,5.108
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,h264,3000000,15.0,480,360,219480,11.873
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,56000,15.0,176,144,219480,0.696
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,242000,29.97,480,360,162656,14.873
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,flv,109000,25.0,480,360,221152,0.476
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,flv,3000000,24.0,640,480,219656,1.12
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,mpeg4,820000,29.97,176,144,33400,0.94
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,vp8,820000,24.0,1280,720,165700,13.253
3U8m-ETsTS4,282.56,h264,640,480,559834,25.0,145,6920,0,7065,4966509,14806840,0,19773349,vp8,56000,12.0,640,480,221152,4.268
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,mpeg4,539000,15.0,320,240,219480,4.344
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,820000,15.0,480,360,219480,4.196
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,vp8,539000,25.0,480,360,218664,4.048
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,flv,109000,15.0,320,240,219480,3.824
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,h264,242000,15.0,480,360,219480,4.296
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,mpeg4,56000,29.97,320,240,219464,2.964
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,56000,25.0,320,240,219480,7.796
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,mpeg4,820000,25.0,176,144,217080,1.348
1YDt-FkeZ4E,98.683334,mpeg4,176,144,55552,12.0,20,1164,0,1184,48267,636993,0,685260,h264,820000,24.0,1280,720,310940,20.157
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,109000,12.0,1920,1080,228888,3.12
2u-5-Io725E,426.945,h264,1280,720,1064703,29.0,228,12567,0,12795,11297544,45523691,0,56821235,vp8,109000,25.0,320,240,219480,5.732
m02y-MrYUts,32.267,h264,480,360,545450,30.0,19,950,0,969,177026,2022981,0,2200007,h264,56000,12.0,176,144,55580,3.528
4NcD-WQyXCQ,860.056,vp8,1280,720,2688309,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,56000,25.0,1280,720,261432,31.782
2zeL-QQa8Sk,77.233,h264,480,360,382461,30.0,53,2265,0,2318,182297,3510033,0,3692330,flv,109000,29.97,320,240,219480,1.096
1Y-Y-RHCxRQ,189.956,flv,320,240,231296,29.0,97,5597,0,5694,580292,4911734,0,5492026,flv,3000000,15.0,1280,720,218664,2.168
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,3000000,25.0,1280,720,219480,11.657
b7Dx-CnpvxU,435.368,h264,480,360,473983,29.0,246,12803,0,13049,1820857,23973807,0,25794664,flv,56000,12.0,320,240,34240,1.168
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,flv,109000,15.0,1280,720,165700,3.152
2ApZ-KZ-pEk,157.891,h264,480,360,406908,29.0,87,4646,0,4733,1776729,6254165,0,8030894,vp8,109000,29.97,480,360,219464,6.324
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,flv,820000,12.0,320,240,219480,1.344
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,vp8,5000000,15.0,1280,720,216820,21.229
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,vp8,5000000,24.0,640,480,217348,8.549
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,flv,3000000,12.0,640,480,208556,1.192
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,flv,820000,12.0,176,144,233392,0.328
3SQY-ZB8hmI,473.0,h264,320,240,164017,25.0,198,10924,704,11826,1419320,8047423,0,9697521,flv,539000,15.0,1280,720,220900,2.136
1D3O-16kzhQ,274.541,vp8,480,360,139791,30.029198,58,8170,0,8228,802625,3994697,0,4797322,flv,56000,12.0,320,240,216820,0.852
3BVV-0I-JlM,33.09,h264,320,240,279173,13.0,22,434,0,456,101794,1052937,0,1154731,mpeg4,56000,15.0,480,360,219480,2.592
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,109000,25.0,176,144,216820,2.02
1KXW-XA6QkQ,255.28,flv,320,240,250276,25.0,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,56000,25.0,1280,720,216820,10.237
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,820000,15.0,176,144,165564,5.564
46oD-rS6PC8,95.462,h264,640,480,809256,29.0,51,2811,0,2862,886496,8770159,0,9656655,vp8,820000,15.0,320,240,221160,4.18
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,242000,15.0,640,480,219480,1.968
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,56000,29.97,480,360,177564,3.644
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,3000000,29.97,1920,1080,114592,15.609
42hr-6A1jYc,311.1,mpeg4,176,144,56416,12.0,113,3620,0,3733,127552,2066350,0,2193902,flv,539000,12.0,480,360,221160,0.468
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,vp8,242000,25.0,1280,720,193968,15.741
04t6-jw9czg,130.35667,mpeg4,176,144,54590,12.0,27,1537,0,1564,64483,825054,0,889537,h264,242000,15.0,1920,1080,630392,32.266
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,109000,29.97,1920,1080,668460,42.219
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,820000,25.0,1920,1080,675508,96.202
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,3000000,29.97,176,144,216020,18.377
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,flv,3000000,29.97,176,144,216820,0.764
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,h264,109000,24.0,480,360,219656,6.952
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,vp8,539000,29.97,480,360,221152,3.072
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,539000,15.0,1280,720,218932,5.26
3HVJ-p8L33A,163.897,flv,320,240,267032,29.0,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,109000,12.0,1280,720,219656,3.196
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,h264,820000,25.0,1920,1080,648028,65.052
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,109000,29.97,1280,720,216820,10.285
3-Wy-Ftbd40,69.93833,mpeg4,176,144,56717,12.0,14,825,0,839,47521,448322,0,495843,mpeg4,820000,12.0,480,360,221152,1.388
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,29.97,640,480,216020,23.945
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,mpeg4,56000,24.0,640,480,217332,3.236
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,vp8,56000,12.0,1280,720,216820,7.556
0ckO-lUydcc,177.33333,mpeg4,176,144,53707,12.0,37,2091,0,2128,100969,1089548,0,1190517,vp8,242000,25.0,1920,1080,163024,16.381
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,mpeg4,3000000,25.0,1280,720,219464,9.105
3o_2-igmsyo,440.967,h264,320,240,281642,30.0,236,12994,0,13230,2444863,13079542,0,15524405,vp8,242000,25.0,1280,720,219656,14.641
3fmy-4uvR9U,143.03334,mpeg4,176,144,51082,12.0,31,1685,0,1716,56405,856907,0,913312,mpeg4,820000,25.0,640,480,219480,3.076
0Axi-TRoqVA,59.883,vp8,1280,720,994960,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,3000000,15.0,1280,720,318732,58.244
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,56000,29.97,176,144,216820,1.796
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,242000,29.97,1920,1080,221160,16.661
22uE-OUUBH8,43.827,flv,320,240,272273,25.0,23,1081,0,1104,137210,1354404,0,1491614,mpeg4,539000,12.0,176,144,218932,1.076
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,820000,29.97,176,144,165700,1.952
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,h264,5000000,24.0,320,240,246112,8.473
1oz8-nezz50,225.08,h264,480,360,538452,25.0,113,5515,0,5628,1873408,13275961,0,15149369,vp8,820000,15.0,480,360,216820,3.984
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,mpeg4,3000000,24.0,640,480,217080,4.46
2AfTeWTxhIg,645.84,vp8,320,240,95903,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,mpeg4,56000,24.0,480,360,218932,3.136
0XTW-dqdT4w,216.55,h264,320,240,291150,29.0,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,242000,12.0,1280,720,179804,3.388
15fr-zSdCqg,39.055,h264,1920,1080,5992818,30.0,26,1144,0,1170,839251,28416939,0,29256190,h264,242000,29.97,176,144,216020,14.081
1RMD-MxzJn8,64.933,flv,320,240,236793,15.0,39,936,0,975,318954,1603007,0,1921961,mpeg4,539000,12.0,1920,1080,217080,6.34
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,flv,5000000,25.0,480,360,219480,2.424
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,vp8,820000,25.0,640,480,140080,11.393
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,flv,5000000,12.0,640,480,216820,1.428
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,vp8,820000,15.0,320,240,217080,1.884
3N6c-uPdNas,69.933,flv,320,240,272898,15.0,37,1013,0,1050,349781,2035796,0,2385577,vp8,3000000,24.0,1280,720,219656,24.11
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,vp8,56000,15.0,1280,720,164888,13.693
1Nc0-MKuExg,107.443,vp8,480,360,320011,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,242000,25.0,1920,1080,667068,48.787
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,flv,242000,15.0,640,480,219480,0.648
1a5f-GbYEaM,157.80167,h264,1280,720,2885589,25.0,72,3873,0,3945,5611970,51306874,0,56918844,vp8,56000,15.0,1920,1080,216020,31.078
1Vq6-f1kYeM,127.221664,h264,1920,1080,3080852,23.0,70,2980,0,3050,3818903,45174992,0,48993895,flv,109000,24.0,1920,1080,217544,9.425
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,flv,820000,25.0,480,360,216820,1.312
0OUmDeBapbQ,316.95166,mpeg4,176,144,55396,12.0,64,3739,0,3803,111850,2082902,0,2194752,h264,539000,24.0,640,480,165700,11.921
1G6F-Huj2hY,110.966995,h264,480,360,397112,30.0,59,3271,0,3330,529627,4978664,0,5508291,h264,56000,24.0,1920,1080,643368,39.19
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,109000,25.0,1280,720,296880,16.897
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,56000,15.0,640,480,165700,3.052
1hEL-mcI-tM,304.927,vp8,320,240,134334,25.075659,82,7541,0,7623,833754,4286526,0,5120280,mpeg4,3000000,24.0,640,480,216820,4.872
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,109000,29.97,640,480,165700,12.225
2SkA-cUEaJ0,490.6,h264,480,360,300437,25.0,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,3000000,15.0,320,240,219480,2.808
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,242000,25.0,480,360,218932,9.273
0Hwk-yGT-M4,714.371,vp8,1280,720,652356,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,242000,24.0,640,480,165564,15.873
08EV-X022WI,204.938,h264,480,360,297373,16.0,111,3169,0,3280,1451634,6166260,0,7617894,h264,820000,15.0,640,480,144644,9.409
2HTJjLLaFL0,379.32,h264,480,360,181960,25.0,195,9289,0,9484,3392479,5235193,0,8627672,vp8,242000,25.0,480,360,219480,3.968
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,3000000,15.0,640,480,218932,9.465
3Wdg-dsGihA,340.424,flv,320,240,244491,11.0,69,4012,0,4081,1168939,9234909,0,10403848,h264,56000,12.0,480,360,221152,3.636
3dI-kJGuWbY,292.092,h264,480,360,480125,29.0,156,8599,0,8755,2375028,15155062,0,17530090,vp8,56000,12.0,1280,720,219480,10.949
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,flv,109000,25.0,1280,720,110492,3.248
0I0e-5-iR3A,906.5983,mpeg4,176,144,56108,12.0,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,56000,24.0,1280,720,165668,5.696
0QZJN4yTbbU,34.168,vp8,480,360,186895,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,242000,24.0,1280,720,165700,15.773
_2al-ZI1Wss,74.535,mpeg4,176,144,55305,12.0,15,879,0,894,23996,491276,0,515272,vp8,242000,15.0,480,360,219200,3.164
3_fF9rtYCQ0,256.20834,mpeg4,176,144,57565,12.0,56,3018,0,3074,302900,1540700,0,1843600,h264,820000,15.0,320,240,219480,3.748
1LXH-OibJYQ,42.2,h264,480,360,288705,25.0,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,3000000,24.0,480,360,216820,3.264
09oUj9EDIDo,239.14166,h264,480,360,500198,25.0,110,5868,0,5978,1406751,13545526,0,14952277,mpeg4,539000,29.97,320,240,96912,2.348
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,h264,109000,12.0,320,240,216820,3.304
2kFF-0kB_4w,339.667,h264,640,480,257699,30.0,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,3000000,29.97,480,360,219480,3.8
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,5000000,12.0,176,144,221160,1.5
3Xyf-6FdtDA,49.178333,mpeg4,176,144,54338,7.0,10,334,0,344,33046,300986,0,334032,h264,5000000,29.97,640,480,221160,12.301
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,56000,15.0,176,144,165700,3.564
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,h264,109000,15.0,1280,720,321576,16.309
0Yxo-eU6AjI,326.583,vp8,640,480,1055982,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,539000,29.97,1280,720,212772,21.165
0Au5-4UDHco,52.68,h264,480,360,372001,25.0,53,1265,0,1318,870136,1579497,0,2449633,flv,56000,25.0,320,240,140080,1.132
4BJV-yiTcus,254.922,vp8,480,360,260667,30.062992,51,7585,0,7636,918325,7387906,0,8306231,h264,3000000,24.0,1280,720,316188,69.18
1L6x-TgAldY,286.995,h264,480,360,508160,23.0,156,6726,0,6882,2285153,15944803,0,18229956,vp8,820000,29.97,320,240,216820,5.028
0ICm-Cu4_aE,476.957,vp8,1280,720,1387100,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,242000,12.0,1920,1080,165668,8.061
28BV-NZV3C8,326.58832,h264,1920,1080,5999648,23.0,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,242000,24.0,640,480,218932,9.649
4b7b-FY4JPI,203.198,flv,320,240,239336,29.0,104,5974,0,6078,853613,5225468,0,6079081,mpeg4,820000,25.0,480,360,221160,3.304
2TXm-QHXCzU,270.655,vp8,640,480,652967,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,242000,15.0,640,480,219480,8.777
1tos-YhVzA4,222.53334,h264,480,360,500449,30.0,219,6457,0,6676,2821722,11099102,0,13920824,vp8,820000,25.0,480,360,217336,5.364
2NO0-ve7CKM,1140.349,vp8,1280,720,2394626,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,mpeg4,820000,12.0,480,360,219480,4.64
4Fob-eSnrb8,1768.9417,mpeg4,176,144,56152,12.0,354,20873,0,21227,1382103,11034284,0,12416387,vp8,5000000,15.0,320,240,225776,3.172
1RGh-RmYxHY,217.518,h264,480,360,83054,29.0,112,6408,0,6520,406683,1851539,0,2258222,mpeg4,539000,15.0,1280,720,216820,3.856
